iter	Passed	Remaining
0	127	38205
1	132	19784
2	136	13505
3	141	10443
4	145	8558
5	148	7279
6	152	6388
7	155	5685
8	160	5178
9	164	4774
10	167	4396
11	170	4088
12	172	3815
13	177	3624
14	180	3429
15	183	3263
16	186	3104
17	190	2982
18	194	2873
19	196	2754
20	199	2653
21	202	2559
22	205	2476
23	208	2399
24	210	2319
25	213	2247
26	215	2182
27	218	2120
28	220	2063
29	223	2011
30	225	1958
31	228	1910
32	230	1865
33	232	1822
34	234	1776
35	236	1737
36	239	1700
